53225.44499,-20.0,44.1,79.1,10.8,
53299.22458,-2.9,15.2,-9.8,26.6,
53593.40169,4.0,14.1,-39.1,24.1,
53608.39577,0.5,13.5,-42.3,21.6,
53610.36711,15.2,13.6,-38.8,19.5,
54071.31499,17.8,13.5,-12.2,15.9,
54087.06326,18.9,13.5,-1.4,16.6,
54101.25992,17.0,13.7,34.6,16.1,
54114.21772,-5.8,13.4,10.6,18.4,
54130.16924,24.2,13.6,90.2,15.0,
54148.11459,-3.4,13.3,40.7,17.4,
54449.07380,4.6,13.7,7.6,22.5,
54457.27139,22.4,13.8,13.3,20.3,
54519.10534,34.1,13.7,58.9,17.5,
54731.27897,-3.5,14.4,22.9,23.7,
54756.21112,10.5,14.2,12.4,22.3,
54781.17038,19.5,14.6,34.9,19.1,
55048.43124,-27.9,14.3,23.6,10.3,
55076.35465,0.2,15.3,-51.9,10.6,
55079.34718,-9.3,13.5,-6.3,10.6,
55107.26189,8.7,14.0,15.0,10.7,
55110.26035,4.0,13.7,6.3,10.9,
55179.07981,15.4,14.5,17.9,22.3,
55206.22428,-25.1,13.7,4.2,15.1,
55245.12414,2.8,14.6,74.9,22.4,
55247.11719,-9.5,14.1,70.3,21.0,
55443.34090,-35.4,15.0,7.6,32.0,
55478.25636,-39.1,13.7,41.8,16.5,
55501.18840,-26.4,13.8,39.8,19.6,
55518.16037,-5.7,13.5,0.6,17.0,
55775.45399,-11.8,13.1,16.5,16.9,
55791.37892,-10.6,13.5,37.5,19.9,
55799.38224,-18.2,13.1,10.7,17.8,
55825.30463,-9.6,13.6,-3.5,15.6,
55859.21333,2.3,13.7,14.8,13.2,
55931.23168,-10.6,13.6,31.3,13.7,
55973.12528,5.1,13.3,40.2,15.8,
56214.24030,7.0,13.6,7.7,20.6,
56257.13616,3.9,13.6,17.7,15.1,
56324.16275,31.9,18.5,-35.1,51.9,
56347.08323,4.5,13.6,54.5,18.0,
56359.08653,7.8,14.2,46.3,23.6,
