59222.54345,162.4,10.7,116.8,47.8,CHIRON
59225.59389,317.1,11.1,69.5,39.6,CHIRON
59229.60416,543.4,13.6,37.8,40.9,CHIRON
59234.56679,736.5,14.8,-2.3,44.5,CHIRON
59400.91392,-229.2,15.0,-65.8,54.0,CHIRON
59400.93624,-230.3,10.1,-1.0,38.5,CHIRON
59412.91660,-589.7,12.7,8.4,43.6,CHIRON
59417.83555,-567.8,13.0,-5.8,33.2,CHIRON
59422.89921,-364.9,10.9,16.6,39.8,CHIRON
59448.85994,619.4,9.7,-40.2,32.1,CHIRON
59452.81067,576.3,15.1,36.1,59.5,CHIRON
59459.83254,308.3,12.8,-156.0,61.5,CHIRON
59465.84358,-71.6,29.3,-79.6,122.5,CHIRON
59480.68472,-628.4,20.4,43.9,56.3,CHIRON
59489.73775,-467.5,25.4,65.5,73.7,CHIRON
59498.71994,-14.4,23.3,123.9,62.0,CHIRON
59501.70927,125.8,26.0,97.5,78.5,CHIRON
59504.66754,277.7,15.8,-59.1,39.9,CHIRON
59526.58391,354.7,9.3,50.0,37.3,CHIRON
59531.66372,70.9,12.1,17.0,28.2,CHIRON
59536.60366,-233.1,10.4,9.9,33.8,CHIRON
59593.53740,396.2,9.6,69.2,56.6,CHIRON
59846.76957,-264.5,10.5,3.6,41.2,CHIRON
59859.69126,264.4,12.4,-29.4,37.4,CHIRON
60179.88229,-1090.9,19.4,2.0,64.7,CHIRON
59188.55229,30419.6,7.2,-20.0,11.0,FEROS
59191.58077,30238.5,6.8,0.0,10.0,FEROS
59194.58783,30068.3,7.3,-8.0,11.0,FEROS
59196.54313,29967.6,6.1,-8.0,9.0,FEROS
59206.55663,29736.2,8.8,-15.0,12.0,FEROS
59212.57083,29818.2,7.5,-3.0,11.0,FEROS
59216.65293,29987.7,7.9,-6.0,11.0,FEROS
59218.57604,30070.2,6.6,-6.0,10.0,FEROS
59222.61173,30300.8,6.9,-4.0,10.0,FEROS
59223.63904,30323.7,8.0,-38.0,11.0,FEROS
59422.85717,29733.6,7.0,10.0,10.0,FEROS
59482.72687,29472.6,6.5,-6.0,10.0,FEROS
59484.79610,29479.8,6.4,0.0,10.0,FEROS
59486.77790,29536.5,6.5,-16.0,10.0,FEROS
59497.85912,30013.9,7.5,-12.0,11.0,FEROS
59502.77381,30248.3,7.1,-2.0,11.0,FEROS
59540.63774,29681.6,7.0,22.0,10.0,FEROS
59546.55133,29490.0,8.5,-28.0,12.0,FEROS
59553.59297,29417.6,7.3,-11.0,11.0,FEROS
59587.61015,30598.7,7.3,-21.0,11.0,FEROS
59171.68146,31052.9,12.2,-25.3,15.9,HARPS
59189.61998,30366.6,12.2,5.0,15.9,HARPS
59216.61051,30014.4,6.3,22.1,8.2,HARPS
59219.54050,30136.1,8.5,4.7,11.1,HARPS
59220.55062,30202.1,7.3,10.5,9.5,HARPS
59230.54004,30708.9,6.7,-18.4,8.8,HARPS
59245.52983,30917.9,10.1,-21.7,13.2,HARPS
59245.54129,30930.6,5.9,-23.6,7.6,HARPS
59250.53267,30747.0,4.5,-2.7,5.8,HARPS
59251.53713,30718.8,7.3,-11.2,9.5,HARPS
59254.52904,30533.4,5.5,-4.4,7.1,HARPS
59258.54084,30318.6,6.3,1.7,8.2,HARPS
59470.82587,29821.6,7.8,34.2,10.2,HARPS
59490.73357,29642.7,9.2,-16.6,12.0,HARPS
59502.79276,30257.9,7.8,3.6,10.2,HARPS
59514.73359,30692.0,5.5,-1.8,7.1,HARPS
59531.60765,30218.5,7.8,-7.4,10.2,HARPS
59532.66751,30166.7,7.2,15.0,9.4,HARPS
59182.63980,30755.0,22.5,-77.1,31.9,CORALIE
59187.68617,30491.1,30.7,-57.1,43.4,CORALIE
59196.58888,29998.8,22.6,-6.7,31.9,CORALIE
59201.63030,29789.8,33.7,-56.6,47.7,CORALIE
59208.59669,29750.5,34.8,-61.9,49.2,CORALIE
59214.57535,29920.0,28.8,-42.3,40.7,CORALIE
59231.56773,30737.8,47.0,-22.3,66.4,CORALIE
59244.56099,30930.6,42.4,-39.8,59.9,CORALIE
59250.56540,30696.4,45.1,-15.0,63.8,CORALIE
59253.53569,30561.6,41.8,-39.7,59.1,CORALIE
59260.54649,30203.5,49.4,-63.1,69.9,CORALIE
59455.76669,30582.3,24.5,-25.7,34.7,CORALIE
59464.80650,30117.6,26.8,-37.1,37.9,CORALIE
59473.70146,29639.4,27.1,-72.8,38.3,CORALIE
59479.73983,29479.2,27.9,-32.4,39.5,CORALIE
59490.66775,29650.8,30.1,15.5,42.5,CORALIE
59504.69109,30325.1,25.2,-65.6,35.7,CORALIE
59512.75189,30639.3,23.7,-35.9,33.5,CORALIE
59521.56897,30607.6,44.0,-45.8,62.2,CORALIE
59542.62956,29577.4,29.2,-53.2,41.4,CORALIE
59580.60906,30522.8,22.7,-73.5,32.2,CORALIE
59609.57162,29634.5,20.4,-17.2,28.8,CORALIE
59825.83112,29165.8,22.7,-45.1,32.1,CORALIE
59826.78639,29191.5,17.0,-6.1,24.0,CORALIE
59846.81771,29855.9,50.8,14.0,71.8,CORALIE
59862.77739,30381.1,19.1,-70.7,27.0,CORALIE
59873.68405,30067.9,14.7,8.5,20.8,CORALIE
59893.66991,29137.4,18.6,-84.8,26.3,CORALIE
59918.58953,29950.6,12.6,-31.7,17.8,CORALIE
