53033.46852,253.5,5.2,
53360.35712,-48.4,5.8,
53695.45657,434.5,3.8,
53751.49777,270.8,11.8,
53764.26867,224.4,5.2,
53774.23093,226.4,6.4,
53834.26977,-206.2,4.4,
53867.17424,-535.0,4.4,
53886.13781,-431.2,7.2,
54044.49085,191.4,4.6,
54080.38513,224.7,7.3,
54105.31918,224.8,8.4,
54106.31976,232.0,7.2,
54109.31078,323.1,7.7,
54109.32586,330.4,10.1,
54130.24993,242.1,7.7,
54153.18142,105.1,8.3,
54160.16793,85.4,6.1,
54179.11821,100.4,4.7,
54192.28757,60.9,8.8,
54212.23429,-63.9,5.7,
54242.15960,-185.7,6.1,
54433.43142,271.7,7.5,
54464.33911,230.7,5.6,
54515.20532,64.8,4.9,
54570.25941,-233.1,4.4,
54599.19278,-264.9,11.6,
54602.16715,-419.6,10.1,
54604.16879,-303.6,6.9,
54774.49799,213.9,8.2,
54789.47046,261.9,7.1,
54790.45754,280.0,7.5,
54808.40943,535.4,9.5,
54838.33812,414.5,10.2,
54840.52386,341.7,7.6,
54842.31586,317.8,8.1,
54866.44103,299.2,7.2
