3843.85343,-31.6,6.3,Subaru,
3886.92487,68.1,4.6,Subaru,
3928.93366,27.9,5.4,Subaru,
4554.20332,-14.7,6.2,OAO,
4590.14827,71.9,5.7,OAO,
4624.13390,57.5,5.6,OAO,
4641.13561,14.9,5.8,OAO,
4675.03053,-51.4,7.0,OAO,
4754.91967,39.6,5.5,OAO,
4757.91154,48.8,6.4,OAO,
4758.90361,41.2,5.7,OAO,
4759.90963,57.2,8.0,OAO,
4835.31110,-25.6,6.3,OAO,
4852.30622,-53.2,7.8,OAO,
4856.36498,-61.1,7.2,OAO,
4864.34776,-40.4,5.5,OAO,
4883.24232,-74.1,6.0,OAO,
4924.09529,35.2,6.8,AO,
4931.14786,63.2,6.2,OAO,
4949.14270,92.5,6.3,OAO,
4954.17821,71.7,6.8,OAO,
4983.02102,25.9,6.0,OAO,
5074.98880,-60.6,7.7,OAO,
5133.89059,66.3,6.7,OAO,
5204.34017,-54.1,6.1,OAO,
5233.29591,-70.0,5.5,OAO,
