2455984.708730,-144.39,31.28,TRES,
2455991.800887,58.13,26.81,TRES,
2455993.825798,-47.76,19.93,TRES,
2455994.907665,192.71,25.75,TRES,
2456000.485110,-0.50,18.50,FIES,
2456001.474912,99.00,15.90,FIES,
2456003.570752,32.70,18.80,FIES,
2456004.443338,100.20,15.90,FIES,
2456017.681414,-89.66,21.74,TRES,
2456019.725231,130.45,25.66,TRES,
2456020.719807,-60.29,18.91,TRES,
2456021.785077,83.22,19.91,TRES,
2456022.795489,10.00,17.07,TRES,
2456023.824122,-80.68,19.33,TRES,
2456026.706127,-125.61,23.94,TRES,
2456033.830514,51.58,21.88,TRES,
2456045.714834,57.37,17.07,TRES,
2456047.644014,-172.04,24.07,TRES,
2456048.833086,10.57,23.13,TRES,
2456050.677247,-148.27,21.92,TRES,
2456109.745582,-48.13,3.36,HIRES,
2456110.748739,-86.97,3.19,HIRES,
2456111.750845,91.86,3.46,HIRES,
2456112.744005,-39.81,3.66,HIRES,
2456113.743451,-71.90,3.80,HIRES,
2456114.743430,176.00,3.92,HIRES,
2456115.743838,-51.79,3.54,HIRES,
2456266.106636,-67.17,3.72,HIRES,
2456283.028749,18.00,31.00,EXPERT^c,
2456284.922216,173.00,65.00,EXPERT,
2456290.004820,-154.00,21.00,EXPERT,
2456312.936489,-97.00,49.00,EXPERT^c,
2456313.810429,-158.00,41.00,EXPERT,
2456315.006329,156.00,25.00,EXPERT,
2456315.035867,136.00,24.00,EXPERT,
2456316.005608,12.00,71.00,EXPERT,
2456318.908411,-40.54,3.41,HIRES^c,
2456319.854373,-79.04,3.83,HIRES,
2456326.065752,-64.53,3.96,HIRES,
2456327.021240,81.25,3.64,HIRES,
2456343.823502,-62.11,3.80,HIRES,
2456344.897907,108.59,3.96,HIRES,
2456450.804949,-85.90,3.39,HIRES,
2456451.799327,-23.46,3.83,HIRES,
2456476.749960,77.81,3.46,HIRES,
2456477.739810,-79.00,3.29,HIRES,
