15172.768,9351,-9.6,6.1,
16076.070,11709,27.0,5.5,
16100.047,23095,14.2,5.0,
16109.929,23065,-13.5,5.0,
16111.048,22920,-16.8,5.0,
16113.043,22594,-14.9,5.0,
16114.077,14484,-17.0,6.0,
16115.074,21584,-5.0,5.0,
16116.054,23041,8.1,4.8,
16134.015,22973,-9.2,4.9,
16135.095,23592,-9.7,4.7,
16139.015,22594,6.8,4.5,
16140.813,22370,3.8,5.0,
16144.100,20178,20.3,5.2,
16144.796,23330,14.6,4.6,
16146.057,18774,18.5,4.9,
16147.972,22642,2.5,4.7,
16149.091,15395,-13.8,5.0,
16149.752,22918,6.1,4.5,
16149.766,22629,-6.7,4.6,
16150.065,19204,-2.6,4.8,
16150.079,19162,-5.6,4.8,
16150.094,18323,-10.1,4.9,
16151.075,22791,-10.0,5.2,
16164.001,23183,23.0,4.9,
16173.925,21904,-10.7,5.1,
