58216.529441,50.78673,0.00527,8.62517,33.284,0.04984
58436.821943,48.95425,0.00683,8.60645,33.510,0.01450
58488.758689,23.57766,0.00433,8.61047,33.532,0.02913
58503.731900,26.22766,0.00648,8.62748,32.803,0.04815
58516.712301,14.71036,0.00592,8.62249,33.393,0.03321
58556.646009,20.57355,0.00664,8.61148,33.356,0.02785
58566.604454,50.14641,0.00526,8.65706,33.177,0.06616
58698.935537,50.75479,0.00501,8.63891,33.166,0.04375
58708.900586,30.92087,0.00844,8.62618,33.307,0.03230
58717.869356,14.86234,0.00608,8.64292,33.309,0.03386
58721.884268,19.14344,0.00577,8.63451,33.503,0.03270
58726.880800,49.14747,0.00606,8.63034,33.580,0.02617
58740.815851,46.73639,0.00673,8.65363,33.015,0.02828
58777.865197,7.57447,0.00775,8.62193,33.480,0.04777
58832.810367,37.48155,0.00573,8.63670,33.207,0.03620
58848.722188,21.71885,0.00350,8.64730,33.414,0.02062
58861.667840,41.08977,0.00616,8.55803,33.640,0.03357
58867.644660,16.88223,0.00783,8.64317,33.465,0.02665
58902.582483,50.11217,0.00377,8.60631,33.474,0.04012
59163.705508,43.13564,0.00417,8.60739,33.669,0.04133
59170.792366,14.32580,0.00741,8.59433,33.516,0.02690
59173.721395,12.42927,0.00439,8.61091,33.624,0.02420
59176.668061,32.95458,0.00417,8.61199,33.595,0.01304
59188.634700,14.25913,0.00636,8.62851,33.702,0.04388
59191.651879,35.49221,0.00486,8.59691,33.561,0.02025
59211.662441,45.90963,0.00487,8.61660,33.531,0.04283
59227.640383,32.91789,0.00448,8.61194,33.672,0.03462
59244.662941,8.79879,0.00444,8.64343,33.221,0.01978
59251.644571,44.61290,0.00520,8.63634,33.503,0.02609
59254.602429,49.90968,0.00448,8.63231,33.600,0.03055
59257.658434,22.97524,0.00496,8.62586,33.461,0.02828
59260.590560,8.80567,0.00614,8.63341,33.413,0.06138
59272.597942,19.04391,0.00456,8.61572,33.388,0.02352
59276.545689,15.95709,0.00645,8.65730,33.152,0.05425
59280.570701,43.13379,0.00535,8.65045,33.420,0.05059
59282.587090,50.43272,0.00429,8.66531,33.226,0.03972
59286.640886,25.88951,0.00658,8.61449,33.288,0.04448
59291.599947,19.03116,0.00717,8.67435,32.989,0.01348
59296.574262,49.02190,0.00485,8.65725,33.296,0.05447
59432.915546,23.53480,0.01006,8.60847,33.470,-0.00621
59461.840683,27.18387,0.00837,8.63513,33.182,0.02817
59474.875056,44.09898,0.00608,8.55833,33.404,0.05304
59530.787352,50.18431,0.00435,8.59874,33.507,0.04165
59533.768571,40.07132,0.00398,8.59069,33.524,0.03166
59536.865577,8.58978,0.00536,8.78151,32.610,-0.05729
59592.644734,35.36664,0.00442,8.58328,33.543,0.02524
59610.628629,7.60999,0.00424,8.60636,33.508,0.03719
59617.633579,47.93738,0.00585,8.62591,33.392,0.04730
59638.669783,11.07926,0.00542,8.61874,33.062,0.02959
59640.662829,9.73189,0.00551,8.62356,33.143,0.02188
59643.549232,28.77716,0.00566,8.60709,33.489,0.04687
59645.617218,42.22367,0.00624,8.62776,32.944,0.05350
59648.619602,50.65155,0.00662,8.64878,32.875,0.01530
59652.605979,17.00512,0.00764,8.58887,32.870,0.03801
59658.559334,31.63510,0.00474,8.60176,33.121,0.01684
59662.578359,50.64357,0.00709,8.61825,32.884,0.04475
59666.562593,24.65893,0.00460,8.62847,33.322,0.02856
59678.558881,48.91383,0.00613,8.63485,33.275,0.04387
59682.528521,10.85815,0.00699,8.61124,33.206,0.07145
59686.540476,22.71545,0.00689,8.60983,32.928,0.05059
59688.495789,36.51633,0.00633,8.61060,33.306,0.04156
58736.877282,21.76153,0.00386,9.35270,45.08543,-0.02995
58740.853942,46.75387,0.00508,9.37866,43.97280,-0.02901
58743.882022,47.54869,0.00525,9.34604,44.67442,-0.02851
58760.868104,24.05023,0.00525,9.40855,44.55251,-0.00934
58774.797532,32.50228,0.00288,9.36375,45.12590,-0.00107
58788.804499,39.20782,0.00281,9.35552,46.13411,-0.01414
58800.687988,50.49684,0.00211,9.33485,46.21587,0.00094
