11755.76855,-54.8,1.0,HIRES,
11984.06010,-102.7,1.4,HIRES,
12065.94426,-55.6,1.4,HIRES,
12127.80910,77.8,1.3,HIRES,
12128.76352,44.8,1.4,HIRES,
12162.72653,-60.7,1.4,HIRES,
12335.12452,-127.8,1.3,HIRES,
12488.77933,-24.9,1.5,HIRES,
12683.09362,54.9,1.4,HIRES,
12805.91934,-94.5,1.4,HIRES,
13153.85287,42.5,1.3,HIRES,
13426.11560,-43.4,1.1,HIRES,
13842.00573,48.6,1.1,HIRES,
15351.81672,75.5,1.1,HIRES,
15636.05652,-90.5,1.1,HIRES,
15673.83685,25.2,1.2,HIRES,
15700.79799,-59.4,1.5,HIRES,
15700.80123,-62.7,1.3,HIRES,
15734.89254,56.2,1.2,HIRES,
15789.75142,79.1,1.3,HIRES,
15961.16166,86.0,1.2,HIRES,
16000.02899,-102.0,1.2,HIRES,
16075.79698,-51.6,1.2,HIRES,
16451.82279,23.7,1.2,HIRES,
13585.64900,83.7,7.5,2.7 m,
13843.89253,-18.0,7.5,2.7 m,
13863.78301,75.5,8.6,2.7 m,
13910.78043,-68.5,8.1,2.7 m,
14251.84318,-72.8,9.4,2.7 m,
13471.80558,-99.8,7.2,HRS,
13481.88526,-106.9,6.6,HRS,
13486.85864,105.1,6.4,HRS,
13488.75815,72.2,5.9,HRS,
13509.79117,101.3,6.1,HRS,
13512.78123,-65.6,5.1,HRS,
13527.74971,27.0,6.2,HRS,
13542.69985,55.4,5.6,HRS,
13543.70614,-4.9,6.1,HRS,
13550.70420,105.5,6.1,HRS,
13837.89677,-12.6,5.9,HRS,
13842.88880,27.6,6.3,HRS,
13868.80896,-78.8,5.7,HRS,
13882.78043,83.0,6.0,HRS,
13897.72683,-44.2,6.1,HRS,
13900.72079,-85.4,6.0,HRS,
13936.63557,110.4,6.6,HRS,
14122.01834,-12.7,6.8,HRS,
14128.00335,47.0,6.7,HRS,
14135.98084,-113.2,6.5,HRS,
14139.97029,89.9,7.2,HRS,
14140.96840,98.1,6.1,HRS,
14144.96962,-99.4,6.6,HRS,
14157.01611,-112.4,6.8,HRS,
14158.92425,-40.9,6.8,HRS,
14163.92465,26.3,6.7,HRS,
14168.90656,-71.6,6.5,HRS,
14173.98269,69.7,7.4,HRS,
14176.87914,-90.6,5.7,HRS,
14191.92631,20.5,6.2,HRS,
11257.85195,99.0,9.0,CORALIE,
11267.80486,39.0,9.0,CORALIE,
