2459591.245018,1301.87,57.30,-2207.44,268.35,1800,PARAS
2459592.214846,1155.71,62.52,1217.54,199.04,1800,PARAS
2459619.190349,791.20,52.30,-92.82,249.29,1800,PARAS
2459619.224340,744.52,82.10,413.35,278.35,1800,PARAS
2459619.269151,589.99,83.52,236.22,255.28,1800,PARAS
2459647.154375,91.81,58.45,-22.06,128.41,1800,PARAS
2459647.190552,-18.86,54.08,-331.87,91.57,1800,PARAS
2459648.118842,584.50,84.86,-1495.12,285.70,1800,PARAS
2459650.113942,1211.70,66.83,-1008.67,149.20,1800,PARAS
2459650.191793,1082.77,86.56,-1048.42,206.49,1800,PARAS
2459651.119375,160.29,62.99,-451.66,147.03,1800,PARAS
2459651.150425,251.80,58.78,-991.27,247.10,1800,PARAS
2459673.160786,-35.14,82.03,259.99,224.52,1800,PARAS
2459676.145032,-172.45,79.06,-2088.29,231.24,1800,PARAS
2459678.118658,1374.26,99.56,-745.09,421.19,1800,PARAS
2459881.366954,1586.09,59.53,-1033.86,151.34,1800,PARAS
2459881.390763,1655.28,70.41,-1160.88,206.22,1800,PARAS
2459882.340429,831.30,56.21,-414.69,100.21,1800,PARAS
2459882.363486,838.82,52.98,248.93,439.60,1800,PARAS
2459882.498600,390.78,50.84,-417.80,230.02,1800,PARAS
2459883.322491,16.65,48.72,-1154.95,86.43,1800,PARAS
2459883.346278,-116.47,44.56,-393.03,170.19,1800,PARAS
2459884.297863,-287.89,56.43,-2149.04,106.84,1800,PARAS
2459884.321626,-328.58,48.01,-1984.25,99.19,1800,PARAS
2459885.323514,-226.52,96.69,-4272.63,284.06,1800,PARAS
2459886.321280,25.85,55.50,-3578.19,330.80,1800,PARAS
2459886.418752,1.46,68.72,2356.22,159.67,1800,PARAS
2459521.904947,-509,130,0,0,90,TRES
2459525.893170,1012,69,0,0,180,TRES
2459526.860655,1436,54,0,0,450,TRES
2459604.831871,234,99,0,0,270,TRES
2459819.997097,-552,46,0,0,360,TRES
2459820.998886,-396,58,0,0,180,TRES
2459824.001461,1193,96,0,0,195,TRES
2459824.981289,-130,50,0,0,400,TRES
2459829.013338,0.00,78,0,0,720,TRES
2459830.019859,1210,116,0,0,300,TRES
2459836.992174,470,59,0,0,210,TRES
2459837.976241,1474,95,0,0,180,TRES
2459839.014168,540,78,0,0,240,TRES
