
2452944.721,9.696,0.636,0.5941,0.0005,-5.9561,1.0546,-9.6681,4.9699
2452999.632,10.457,0.658,0.5941,0.0007,-25.7717,1.2432,-7.7947,5.3430
2453229.926,3.251,0.412,0.6004,0.0005,-17.0397,0.8972,-3.0486,3.3220
2453269.827,4.006,0.593,0.6031,0.0008,-5.0468,1.4548,7.1507,4.7088
2453272.829,3.794,0.400,0.5990,0.0005,-19.8159,1.0137,7.3744,3.0630
2453668.802,11.932,0.466,0.5992,0.0006,-24.3391,1.0298,2.6644,3.6875
2453765.524,-0.626,0.416,0.5928,0.0004,-32.9353,1.3126,9.0655,3.1110
2453786.575,17.766,0.479,0.5940,0.0005,-24.9761,1.1744,3.3407,3.7635
2453787.561,18.933,0.408,0.5960,0.0005,-24.1359,1.1263,4.0667,3.1895
2453974.883,5.803,0.471,0.6020,0.0006,-12.8689,0.9478,-4.5192,3.7062
2453980.853,6.334,0.500,0.6007,0.0005,-12.8008,1.0412,0.2311,3.9921
2453983.878,4.021,0.387,0.5963,0.0004,-20.5988,0.9191,0.5757,3.0842
2454047.702,0.602,0.508,0.5935,0.0005,-32.0755,1.0400,10.3017,3.7750
2454049.705,5.416,0.599,0.5908,0.0005,-25.9886,0.8742,1.3131,4.7498
2454051.726,9.332,0.398,0.5951,0.0005,-19.9435,0.8746,5.0952,3.0866
2454083.692,5.446,0.462,0.5993,0.0005,-26.9660,0.9060,8.0434,3.5204
2454120.634,-4.799,0.419,0.5950,0.0006,-4.7482,2.3679,3.8152,3.2804
2454121.598,0.538,0.602,0.5911,0.0006,-29.1790,1.0787,1.7083,4.7521
2454314.887,14.450,0.514,0.5977,0.0007,3.6912,0.9118,6.6093,4.0270
2454316.899,10.000,0.507,0.6050,0.0005,0.3611,0.7384,-5.1915,4.0138
2454319.876,9.423,0.543,0.6086,0.0006,-7.8703,1.0424,-7.0581,4.2600
2454528.522,20.029,0.497,0.6038,0.0004,-6.1047,0.6842,2.0576,3.9910
2454705.921,14.373,0.880,0.6037,0.0011,10.6964,1.6758,1.0048,7.0407
2454706.899,15.805,1.366,0.6039,0.0015,18.6017,1.9954,-0.2727,10.8934
2454707.903,16.230,0.515,0.6044,0.0006,3.3062,1.0135,-6.1598,4.0988
2454710.887,18.400,0.490,0.6100,0.0006,4.2387,1.0656,-2.1125,3.9769
2454732.763,10.370,0.534,0.6014,0.0006,-14.0461,0.9638,10.1990,4.1314
2454736.806,15.380,0.508,0.6017,0.0006,8.3691,0.9711,2.8532,4.0894
2454738.849,14.792,0.681,0.6016,0.0010,14.9087,1.6128,7.9205,5.3517
2455025.910,15.420,0.531,0.6035,0.0006,28.8658,1.4241,3.8046,4.2451
2455040.898,11.827,1.017,0.6159,0.0011,44.0798,1.8401,-19.4108,7.7271
2455041.897,7.001,0.586,0.6039,0.0006,34.5170,1.2768,-18.8928,3.9624
2455043.900,3.755,0.655,0.5990,0.0008,24.3797,1.1110,-16.3918,4.8049
2455045.888,-1.456,0.559,0.5999,0.0006,8.9963,1.0172,2.0762,4.4753
2455046.847,-0.064,0.615,0.5972,0.0006,3.6089,1.0721,-5.1147,4.8809
2455067.891,19.211,0.484,0.6003,0.0004,13.4789,1.1128,2.2069,3.8953
2455068.893,21.614,0.556,0.6120,0.0006,20.5423,1.2959,-3.2975,4.4146
2455070.906,21.460,0.500,0.6067,0.0005,30.7554,1.5415,3.7429,3.9604
2455073.884,21.082,0.497,0.6040,0.0005,42.4130,1.5426,-2.3507,3.9240
2455075.872,16.889,0.579,0.6100,0.0006,48.9282,1.8006,-17.8538,3.9402
2455103.812,13.701,0.632,0.6010,0.0008,17.8320,1.3525,-1.8507,5.0376
2455108.791,15.046,0.449,0.6054,0.0006,19.5356,1.2438,3.0267,3.5510
2455110.770,14.735,1.013,0.6040,0.0013,37.5307,1.9733,7.0893,8.0616
2455112.790,12.597,0.506,0.6030,0.0005,24.8694,1.1726,-7.4645,3.8934
2455115.784,5.904,0.589,0.6098,0.0006,25.6761,1.2292,-12.2261,4.4087
2455122.775,5.019,0.521,0.6040,0.0006,0.1916,0.9857,-8.9392,3.9827
2455124.781,5.507,0.412,0.5976,0.0004,-4.6902,0.7896,0.9842,3.3344
2455128.793,8.857,0.472,0.5993,0.0005,-11.9238,0.8935,-0.9934,3.7745
2455133.765,15.478,0.541,0.5924,0.0006,2.9067,0.9629,-1.5358,4.3192
2455137.765,11.695,0.408,0.5981,0.0004,0.2423,0.8599,-8.0442,3.1099
2455141.675,14.112,0.403,0.5943,0.0005,-0.6146,0.8849,-0.4292,3.2072
2455164.591,10.064,0.375,0.6032,0.0004,4.2105,0.7454,-3.3703,2.9801
2455167.579,14.297,0.365,0.5965,0.0004,-1.9728,0.8741,-5.0357,2.8736
2455169.584,15.096,0.357,0.5911,0.0004,0.7791,0.9048,-5.7168,2.7619
2457749.702,14.332,1.010,0.6073,0.0005,26.8128,4.3433,2.3767,10.0253
2457741.707,26.049,1.700,0.5965,0.0004,10.5170,4.1623,22.7319,14.0814
2457744.742,21.247,1.208,0.6001,0.0004,20.5421,3.9814,0.6533,10.3213
2457747.712,16.371,1.137,0.6036,0.0004,27.4149,3.7602,4.3749,9.6055
