2459251.69708,83.3,7.6,
2459256.70358,21.0,10.6,
2459273.67464,-10.5,5.9,
2459481.94283,35.0,6.3,
2459489.94638,-104.8,6.2,
2459538.99180,-0.8,6.4,
2459539.72756,-118.7,6.1,
2459568.02393,16.9,6.1,
2459586.98356,76.7,6.1,
2459596.66628,-189.4,6.1,
2459597.62913,-230.8,5.9
2459485.64778,-213,7,
2459501.60591,-49,10,
2459505.63623,18,9,
2459524.64269,48,9,
2459524.70562,69,8,
2459562.49480,-5,6,
2459567.45250,22,9,
2459569.49023,44,8,
2459603.44302,-86,8,
2459604.35637,-60,7,
2459609.38166,-33,11,
2459620.42060,-6,9,
2459628.36524,23,10,
2459648.46673,66,7,
2459662.45629,-52,7,
2459663.42345,-69,8,
2459686.38970,74,9,
2459894.59742,-6,7,
2459920.53907,78,7,
