6093.80675,10.18,0.20,HARPS
6096.67636,9.99,0.20,HARPS
6098.79155,10.15,0.20,HARPS
6101.67704,10.01,0.20,HARPS
6115.70754,9.98,0.20,HARPS
6118.64215,10.05,0.20,HARPS
6101.60540,9.68,0.43,FIES
6102.58413,9.24,0.30,FIES
6104.50742,10.12,0.72,FIES
6107.49199,9.27,0.54,FIES
6118.51460,9.28,0.24,FIES
6119.45816,9.58,0.26,FIES
6120.45199,9.68,0.63,FIES
6121.62526,9.68,0.34,FIES
6122.49860,9.53,0.48,FIES
6459.46791,9.65,0.27,FIES
6461.46262,9.65,0.13,FIES
6115.69276,19.95,0.21,SANDIFORD
6116.85210,19.02,0.25,SANDIFORD
6117.80003,18.09,0.26,SANDIFORD
6499.3910,-0.044,0.116,FIESb
6499.4059,0.202,0.104,FIES
6499.4207,0.272,0.108,FIES
6499.4356,0.112,0.116,FIES
6499.4517,0.238,0.112,FIES
6499.4665,0.097,0.108,FIES
6499.4814,-0.095,0.112,FIES
6499.4963,-0.289,0.116,FIES
6499.5123,-0.138,0.132,FIES
6499.5272,-0.056,0.100,FIES
6499.5420,-0.151,0.108,FIES
6499.5569,-0.078,0.116,FIES
6499.5729,-0.124,0.112,FIES
6499.5878,-0.058,0.116,FIES
6499.6026,-0.171,0.120,FIES
6499.6176,0.008,0.128,FIES
6499.6336,-0.148,0.132,FIES
6510.5485,23.150,0.030,UVESc
6510.5604,23.010,0.030,UVES
6510.5722,23.020,0.030,UVES
6510.5873,23.080,0.030,UVES
6510.5992,23.030,0.030,UVES
6510.6110,23.045,0.030,UVES
6510.6231,23.025,0.030,UVES
6510.6349,22.940,0.030,UVES
6510.6468,23.045,0.030,UVES
6510.6589,23.045,0.030,UVES
6510.7703,22.650,0.030,UVES
