5366.95051,0.4,1.3,0.1277,0.0026,0.2284,0.0024
5379.92813,1.2,1.7,0.1269,0.0023,0.2296,0.0024
5428.81114,6.6,2.7,0.1239,0.0024,0.2221,0.0024
5457.71609,8.8,2.4,0.1239,0.0024,0.2205,0.0024
5744.87878,3.8,2.2,0.1293,0.0027,0.2243,0.0024
5786.88660,6.0,2.3,0.1221,0.0026,0.2253,0.0024
5793.88608,9.6,1.8,0.1262,0.0030,0.2276,0.0024
6047.92006,2.9,1.8,0.1208,0.0026,0.2215,0.0024
6056.85229,3.9,1.9,0.1057,0.0033,0.2243,0.0024
6066.84267,4.1,1.5,0.1152,0.0028,0.2229,0.0024
6160.79552,8.0,2.3,0.1312,0.0024,0.2263,0.0024
6241.61801,9.8,2.7,0.1244,0.0025,0.2222,0.0024
6251.64467,9.2,3.1,0.1267,0.0025,0.2272,0.0024
6565.67782,10.5,2.4,0.1262,0.0026,0.2280,0.0024
7174.85230,1.4,1.7,0.1292,0.0027,0.2232,0.0024
7388.54810,13.3,3.2,0.1288,0.0034,0.2244,0.0024
7389.54623,9.0,3.0,0.1216,0.0029,0.2303,0.0024
7643.76170,11.1,3.0,0.1281,0.0028,0.2266,0.0024
7937.94079,10.1,3.2,0.1356,0.0034,0.2224,0.0024
8064.52764,5.9,3.0,0.1311,0.0024,0.2228,0.0024
