2457114.63339,298,113,300,77.8
2457137.64461,-166,110,360,77.0
2457143.63772,-31,109,360,72.3
2457146.69136,-105,92,360,62.7
2457323.93301,200,168,480,45.9
2457387.01541,-132,97,360,84.5
2457389.93777,0,53,660,136.0
2457441.63378,-188,92,540,84.4
2457441.64173,129,110,540,87.2
2457441.64943,-18,112,540,90.7
2457441.65678,-14,74,540,80.4
2457441.66426,38,139,540,77.5
2457441.672,4,77,540,87.6
2457441.67973,4,90,540,81.1
2457441.68744,-34,114,540,73.7
2457441.69538,-151,143,540,67.0
2457441.70274,13,142,540,56.7
2457441.71029,-5,96,540,60.1
2457441.71798,-239,136,540,65.5
2457441.72596,175,98,540,74.0
2457441.73379,116,102,540,81.1
2457441.74174,326,101,540,78.8
2457441.74968,262,99,540,73.0
2457441.75734,78,128,540,70.8
2457441.765,246,94,540,80.2
2457441.77292,315,138,540,83.0
2457441.78078,159,126,540,79.3
2457441.78847,211,123,540,74.3
2457441.79619,166,99,540,70.0
2457441.80384,238,108,540,75.9
2457441.81161,200,88,540,85.4
2457441.8192,117,99,540,82.2
2457441.82673,-261,103,540,80.7
2457441.8343,-156,88,540,83.1
2457441.84183,-156,108,540,78.7
2457441.84929,-124,134,540,79.3
2457441.85678,-240,100,540,75.3
2457441.8643,-11,135,540,73.4
2457441.87182,-15,168,540,64.1
2457441.87943,-178,185,540,63.6
2457444.65689,147,98,540,113.7
2457444.66458,136,77,540,113.2
2457444.6725,157,96,540,113.6
2457444.68013,68,95,540,113.3
2457444.68772,102,100,540,109.2
2457444.69723,197,71,540,105.2
2457444.70512,148,63,540,109.6
2457444.71261,132,53,540,116.7
2457444.72017,67,98,540,110.9
2457444.73056,16,91,540,103.4
2457444.73947,84,75,540,99.0
2457444.74747,251,71,540,104.6
2457444.75508,182,104,540,106.2
2457444.76284,115,85,540,106.3
2457444.77087,107,83,540,102.0
2457444.77858,124,97,540,105.7
2457444.78781,183,102,540,104.9
2457444.79699,256,98,540,105.2
2457444.80499,174,71,540,102.1
2457444.81286,302,79,540,107.7
2457444.82154,273,97,540,99.6
2457444.82949,309,96,540,99.3
2457444.83749,414,130,540,94.0
2457444.84739,378,129,540,101.7
2457444.85583,373,122,540,100.2
2457444.86375,382,62,540,107.2
2457444.8719,322,95,540,100.4
2457444.87998,423,79,540,105.5
2457444.88842,363,82,540,101.5
2457498.64997,80,99,750,78.8
2457499.63814,97,77,600,119.7
2457500.65083,49,96,900,107.4
2457501.62384,-36,94,600,110.4
2457502.64642,263,69,600,93.7
