2457286.044784,6.58,4.19,N/A,
2457580.106140,7.14,2.24,0.127,
2457583.113840,-13.31,2.18,0.127,
2457585.922824,3.35,2.10,0.128,
2457586.022505,2.63,2.17,0.128,
2457586.073226,4.15,2.20,0.127,
2457587.027388,-8.39,2.06,0.129,
2457588.028820,-2.36,2.07,0.128,
2457595.974851,9.66,2.63,0.116,
2457596.997324,-3.35,4.25,N/A,
2457599.015841,-7.50,2.21,0.125,
2457600.041053,-0.06,1.99,0.128,
2457601.008159,5.21,2.29,0.126,
2457612.841886,-8.28,2.64,0.128,
2457613.983431,-16.35,2.69,0.131,
2457615.860156,6.51,2.99,0.133,
2457616.885444,13.79,2.84,0.130,
2457622.027461,14.11,3.09,0.126,
2457622.093780,-1.18,3.37,0.125,
2457651.964266,2.48,2.83,0.135,
2457652.025942,9.88,2.80,0.128,
2457652.937923,-9.59,2.88,0.133,
2457653.926554,-7.16,2.76,0.136,
2457653.968022,-7.98,2.67,0.135,
2457668.732792,-0.47,2.71,0.118,
2457678.880082,-1.04,3.05,0.125,
2457679.758736,-0.64,2.65,0.130,
2457697.840632,-2.61,2.70,0.124,
2457711.713727,-3.43,2.79,0.124,
2457712.717828,0.82,2.66,0.127,
2457713.715934,5.43,2.68,0.129,
2457714.779542,-8.83,3.03,0.128,
2457716.765754,2.09,2.95,0.125,
2457745.716553,-15.72,2.80,0.127,
2457745.763482,-24.08,5.15,N/A,
2457746.704085,-1.96,2.73,0.128,
2457747.720099,-6.56,2.59,0.127,
2457760.710967,-6.37,3.04,0.124,
