2459232.579925,26,16,52,1890,HPF,
2459233.576944,-24,18,48,1890,HPF,
2459448.764453,28,13,66,1890,HPF,
2459451.979492,1,18,49,1890,HPF,
2459452.761162,5,15,59,1890,HPF,
2459453.979751,-72,16,58,1890,HPF,
2459455.739966,5,14,62,1890,HPF,
2459457.974338,-42,13,64,1890,HPF,
2459460.962548,-16,15,57,1890,HPF,
2459461.955253,-91,18,48,1890,HPF,
2459470.709176,-47,17,51,1890,HPF,
2459471.707553,9,14,60,1890,HPF,
2459475.919121,23,20,47,1890,HPF,
2459477.918199,-72,18,50,1890,HPF,
2459480.910306,-10,24,51,945,HPF,
2459485.896427,-57,22,41,1890,HPF,
2459499.627624,64,17,54,1890,HPF,
2459507.814595,24,23,40,1890,HPF,
2459516.581430,-20,15,59,1890,HPF,
2459543.736198,11,15,60,1890,HPF,
2459588.597139,-57,15,56,1890,HPF,
2459592.597117,-48,15,60,1890,HPF,
2459593.588844,44,16,54,1890,HPF,
2459478.965087,-20,6,22,1800,NEID,
2459479.794197,28,6,22,1800,NEID,
2459528.888224,-34,14,11,1800,NEID,
2459532.843589,-38,8,19,1800,NEID,
2459546.840787,62,15,11,1800,NEID,
