2455390.7061,-11651.2,46.0,HRS/HET,
2455398.6922,-11817.6,22.2,HRS/HET,
2455399.6872,-11941.0,24.2,HRS/HET,
2455400.8879,-11678.4,24.0,HRS/HET,
2455405.6585,-11965.6,50.5,HRS/HET,
2455408.9012,-12021.4,25.1,HRS/HET,
2455409.8791,-12013.0,29.3,HRS/HET,
2455476.7011,-11925.9,39.7,HRS/HET,
2455502.6109,-11960.1,51.3,HRS/HET,
2455515.5966,-11965.6,29.4,HRS/HET,
2455518.5628,-11992.1,51.2,HRS/HET,
2455674.9104,-12097.2,80.0,HRS/HET,
2455677.9101,-12183.7,74.5,HRS/HET,
2455689.8917,-11948.8,38.5,HRS/HET,
2455710.8406,-12120.4,44.0,HRS/HET,
2455718.8050,-11820.5,30.6,HRS/HET,
2455729.7733,-11903.3,26.8,HRS/HET,
2455734.7532,-11877.7,19.5,HRS/HET,
2455739.7648,-11902.4,24.0,HRS/HET,
2455745.7485,-11704.1,23.7,HRS/HET,
2455883.5846,-12142.2,49.3,HRS/HET,
2455884.5760,-11959.3,25.8,HRS/HET,
2455886.5792,-12240.8,25.3,HRS/HET,
2455887.5533,-12004.1,26.5,HRS/HET,
2455889.5618,-12230.1,30.4,HRS/HET,
2456033.9355,-11507.4,30.8,HRS/HET,
2456043.9233,-11456.5,36.4,HRS/HET,
