11580.83131,38.12,4.05,K,
11882.88790,37.65,4.87,K,
11901.00250,30.81,5.13,K,
12235.84867,54.65,6.14,K,
12536.08795,4.11,4.50,K,
12572.99093,28.53,5.14,K,
12573.95028,17.59,4.52,K,
12575.04686,5.25,4.48,K,
12575.99081,9.58,5.42,K,
12898.11579,-8.75,4.24,K,
13014.81847,-7.72,4.53,K,
13015.83165,-16.60,4.26,K,
13016.83228,-29.20,3.72,K,
13297.85507,-1.09,10.33,H,
13299.84862,14.31,5.54,H,
13302.97472,2.28,1.93,K,
13314.80754,8.21,4.36,H,
13340.72400,2.54,5.09,H,
13631.92988,10.84,15.59,H,
13644.90017,25.11,12.87,H,
13686.92171,9.61,6.64,H,
13719.83142,28.29,12.94,H,
13984.08891,32.57,2.23,K,
14130.85314,35.38,2.51,K,
14397.93848,39.52,2.15,K,
14411.93712,17.96,14.13,H,
14771.80303,22.44,4.48,H,
14778.99120,21.36,2.43,K,
14790.99549,13.51,2.39,K,
14807.91708,12.78,2.17,K,
14838.99126,19.51,1.76,K,
14846.95665,11.56,2.70,K,
14864.95689,14.55,2.42,K,
14928.73249,6.67,2.03,K,
14929.72575,4.21,2.64,K,
14934.73136,-8.63,2.88,K,
15077.10989,3.80,1.99,K,
15084.94943,-1.33,7.22,H,
15170.78663,-5.85,1.68,K,
15174.09252,-14.84,2.27,K,
15175.70740,-15.10,8.34,H,
15180.83537,-32.31,5.00,H,
15187.83709,-19.44,2.46,K,
15206.77569,-3.89,4.39,H,
