2457414.659,-70.2,1.3,0.9902,0.0023,75,1500
2457419.694,-74.6,1.2,0.9841,0.0017,98,1100
2457476.533,-18.0,1.5,0.9955,0.0016,101,1200
2457510.439,-9.4,1.3,0.9862,0.0020,80,1200
2457529.388,-51.9,1.4,0.9940,0.0015,97,1200
2457754.710,-21.3,1.5,0.9812,0.0020,83,710
2457755.760,-3.0,4.5,0.9850,0.0095,20,1317
2457761.604,3.3,1.0,0.9817,0.0020,85,759
2457802.575,6.1,1.2,0.9868,0.0016,102,973
2457806.388,11.1,3.8,0.9686,0.0083,24,1802
2457808.566,-5.2,2.4,0.9801,0.0026,65,1802
2457814.639,-20.2,1.3,0.9767,0.0011,142,1471
2457815.709,-22.9,1.3,0.9814,0.0014,121,1802
2457817.534,-25.4,1.5,0.9824,0.0023,74,1802
2457818.542,-31.3,1.7,0.9800,0.0018,94,1802
2457819.513,-35.9,1.3,0.9780,0.0011,144,1740
2457821.507,-39.6,1.1,0.9753,0.0011,142,1299
2457822.540,-41.6,1.0,0.9737,0.0011,138,1208
2457823.547,-47.0,1.3,0.9735,0.0011,141,1297
2457824.549,-50.4,1.0,0.9710,0.0011,142,1802
2457828.529,-62.4,1.4,0.9757,0.0024,69,1802
2457829.517,-63.8,1.5,0.9727,0.0028,60,1802
2457830.522,-67.3,1.2,0.9823,0.0014,120,1802
2457833.528,-62.5,1.0,0.9782,0.0011,142,1719
2457834.668,-56.6,1.7,0.9853,0.0027,63,1802
2457848.448,-1.0,1.3,0.9744,0.0012,137,1801
2457852.628,-10.9,1.0,0.9789,0.0012,130,1802
2457853.450,-14.3,1.1,0.9783,0.0012,136,1646
2457855.513,-20.7,1.0,0.9816,0.0011,139,1452
2457856.461,-22.4,1.5,0.9797,0.0012,134,1668
2457857.449,-24.9,0.9,0.9918,0.0011,142,1802
2457858.456,-28.5,0.9,0.9736,0.0012,138,1556
2457859.473,-32.6,1.1,0.9950,0.0014,112,1801
2457860.448,-31.6,4.1,0.9411,0.0081,22,899
2457861.461,-37.3,1.0,0.9774,0.0012,136,1460
2457862.495,-40.1,1.0,0.9839,0.0012,136,1802
2457863.449,-40.6,2.8,0.9748,0.0053,34,1802
2457864.454,-45.5,1.6,0.9820,0.0024,70,1801
2457866.443,-53.2,1.4,0.9813,0.0011,140,1802
2457875.494,-69.7,1.1,0.9743,0.0013,122,1801
2457876.447,-59.7,1.3,0.9830,0.0011,146,1374
2457877.399,-48.2,1.1,0.9818,0.0013,124,1802
2457880.399,-9.6,1.2,0.9840,0.0011,141,1407
2457881.389,-5.8,1.6,0.9824,0.0011,145,1715
2457882.435,0.4,1.2,0.9805,0.0011,139,1634
2457883.425,0.3,1.3,0.9761,0.0020,83,1801
2457886.501,-1.4,1.7,0.9808,0.0018,93,1801
2457887.493,4.2,1.5,0.9772,0.0020,81,1800
2457888.436,2.7,1.4,0.9790,0.0011,145,1488
2457889.401,-1.6,1.1,0.9839,0.0012,135,1801
2457890.474,-3.2,1.1,0.9791,0.0011,153,1720
2457891.470,-8.2,1.9,0.9764,0.0011,143,1623
