7345.63288,34.4200,0.0080,21.1143,-0.1473,-4.4804,0.0086,51.3
7346.74932,34.4116,0.0161,20.8156,-0.1438,-4.3982,0.0203,28.1
7347.75251,34.3646,0.0074,20.8381,0.0827,-4.4842,0.0080,54.2
7348.75941,34.3638,0.0076,20.9736,-0.3119,-4.4744,0.0078,54.2
7351.70898,34.0950,0.0453,21.1253,0.6314,-4.3827,0.0741,11.3
7351.73144,33.6321,0.1215,24.0350,1.0506,-3.9538,0.1979,2.3
7352.72840,34.1035,0.0536,21.8887,0.4047,-4.4255,0.1046,9.1
7352.74247,33.7331,0.0485,23.0619,2.5142,-4.2920,0.0653,10.4
7370.61016,34.3325,0.0048,20.7341,0.0814,-4.4553,0.0039,82.2
7370.72940,34.3289,0.0054,20.7907,0.1057,-4.4689,0.0048,70.9
7371.55846,34.4474,0.0067,20.7710,-0.2209,-4.4561,0.0069,60.1
7371.65315,34.4271,0.0100,20.8869,-0.0685,-4.4878,0.0121,42.4
7371.66420,34.4457,0.0075,20.8768,-0.2659,-4.4614,0.0075,53.3
7371.67486,34.4338,0.0070,20.9119,-0.1224,-4.4692,0.0069,56.4
7371.68506,34.4326,0.0071,20.8996,-0.6367,-4.4650,0.0070,55.3
7371.69614,34.4302,0.0069,21.0014,-0.0799,-4.4731,0.0067,57.4
7371.70673,34.4437,0.0064,20.9632,0.2011,-4.4688,0.0060,60.7
7371.71745,34.4300,0.0065,20.9909,-0.1295,-4.4773,0.0062,60.6
7371.72832,34.4315,0.0065,20.9366,-0.1761,-4.4703,0.0064,59.7
7371.73898,34.4143,0.0060,20.9340,-0.1083,-4.4778,0.0056,64.6
7371.74885,34.4342,0.0069,21.0073,-0.1534,-4.4696,0.0068,57.3
7371.76023,34.4309,0.0092,21.0583,-0.2884,-4.4799,0.0108,44.6
7371.77033,34.4082,0.0108,21.0351,0.0180,-4.4715,0.0135,38.6
7372.67782,34.2780,0.0548,20.2459,-0.0747,-4.3204,0.0816,9.3
7372.70837,34.4203,0.0122,20.6497,1.3029,-4.4660,0.0155,35.1
7749.58185,34.4601,0.0088,18.9395,-0.1852,-4.4281,0.0086,44.7
7749.76345,34.4587,0.0067,18.9701,-0.1929,-4.4346,0.0058,59.4
7750.55088,34.2998,0.0072,18.9979,0.0767,-4.4515,0.0069,57.0
7750.75882,34.3231,0.0084,18.8521,0.1063,-4.4493,0.0085,49.7
7751.70251,34.4825,0.0083,18.9755,-0.1709,-4.4391,0.0083,49.8
7754.63363,34.3629,0.0124,21.0214,0.1569,-4.4369,0.0141,32.8
7754.74514,34.3232,0.0122,20.9659,-0.0801,-4.4494,0.0148,34.6
