2455428.51343,58.42,1.27,0.1512
2455671.73461,63.18,1.37,0.1515
2456087.62415,59.12,1.87,0.1611
2456137.55012,59.12,1.27,0.1580
2456343.85348,32.00,1.35,0.1595
2456355.85926,27.74,1.47,0.1540
2456357.86754,30.47,1.54,0.1531
2456358.84334,31.97,1.30,0.1486
2456428.74626,15.37,1.70,0.1544
2456434.70757,15.75,1.40,0.1546
2456508.54383,-0.09,1.48,0.1521
2456701.88398,-11.38,1.37,0.1515
2456702.84978,-11.59,1.40,0.1488
2456731.81891,-10.39,1.68,0.1665
2456735.82875,-7.91,1.62,0.1545
2456816.67181,-11.78,1.82,0.1538
2456867.50604,-12.35,1.49,0.1551
2456877.50858,-6.64,1.43,0.1567
2457060.87758,-3.55,1.23,0.1470
2457117.78230,0.00,1.52,0.1491
2457122.80056,-1.58,1.40,0.1523
2457199.62601,-0.90,1.63,0.1565
2457202.55159,-2.30,1.60,0.1513
2457260.52516,1.87,1.39,0.1586
2457268.49663,0.86,1.46,0.1589
