6166.848867,-0.91,0.68,0.01918,0.00018,0.06652,0.00007
6255.876480,-1.80,0.91,0.01810,0.00024,0.06662,0.00008
6484.220683,-1.03,0.51,0.02151,0.00015,0.06747,0.00005
6486.207072,1.29,0.37,0.02395,0.00013,0.06748,0.00005
6516.105891,-5.77,0.35,0.01798,0.00014,0.06860,0.00005
6527.142303,-4.12,0.48,0.01823,0.00024,0.06749,0.00009
6533.026400,0.09,0.41,0.02325,0.00013,0.06790,0.00005
6534.094838,-2.28,0.48,0.02201,0.00018,0.06723,0.00006
6535.081620,1.04,0.40,0.02176,0.00012,0.06721,0.00005
6544.187292,-2.78,0.48,0.02137,0.00013,0.06667,0.00005
6548.262049,0.23,0.63,0.01938,0.00013,0.06677,0.00004
6549.164873,-5.60,0.37,0.02117,0.00013,0.06745,0.00005
6564.110417,-6.34,0.39,0.01835,0.00011,0.06800,0.00005
6566.200787,-4.31,0.56,0.01786,0.00016,0.06716,0.00005
6569.068819,-0.95,0.47,0.01965,0.00013,0.06727,0.00004
6581.057187,-2.45,0.59,0.01929,0.00019,0.06708,0.00007
6581.156794,-4.41,0.73,0.02078,0.00032,0.06744,0.00010
6583.020532,-1.89,0.43,0.01978,0.00015,0.06718,0.00006
6602.989444,-0.79,0.52,0.01804,0.00013,0.06651,0.00005
6604.026875,-3.58,0.51,0.01796,0.00018,0.06694,0.00007
6605.008646,0.66,0.45,0.01812,0.00015,0.06681,0.00006
6605.977986,-2.41,0.52,0.01877,0.00020,0.06640,0.00008
6607.030046,-2.23,0.41,0.02026,0.00011,0.06660,0.00004
6607.998287,-2.54,0.49,0.01808,0.00013,0.06639,0.00004
6617.071400,-2.93,0.48,0.02044,0.00018,0.06671,0.00006
6620.956887,-6.09,0.51,0.02112,0.00015,0.06697,0.00005
6621.952049,-2.78,0.38,0.01978,0.00014,0.06644,0.00005
6622.846354,3.57,0.51,0.02066,0.00013,0.06655,0.00006
6622.927384,-0.95,0.51,0.02059,0.00025,0.06657,0.00009
6854.148449,3.74,0.42,0.02085,0.00013,0.06759,0.00005
6855.133137,2.70,0.44,0.01961,0.00013,0.06712,0.00005
6879.119051,0.93,0.41,0.02098,0.00013,0.06679,0.00006
6880.111019,0.06,0.51,0.01927,0.00020,0.06654,0.00007
6881.051273,-2.86,0.46,0.02045,0.00018,0.06675,0.00007
6892.106308,0.03,0.48,0.02515,0.00014,0.06733,0.00005
6893.097130,-0.45,0.52,0.02380,0.00019,0.06692,0.00007
6894.116412,-0.79,0.57,0.02510,0.00024,0.06699,0.00007
6898.093322,0.00,0.42,0.02329,0.00014,0.06663,0.00006
6899.101562,1.19,0.45,0.02357,0.00017,0.06683,0.00006
6903.116227,0.59,0.39,0.02179,0.00012,0.06700,0.00005
6904.118322,-2.35,0.40,0.02097,0.00012,0.06718,0.00004
6905.107049,-0.93,0.48,0.01987,0.00012,0.06668,0.00005
6907.101944,-3.50,0.46,0.02028,0.00012,0.06704,0.00004
6908.985370,-2.61,0.41,0.01973,0.00011,0.06591,0.00004
6918.174757,-4.33,0.51,0.02241,0.00018,0.06647,0.00006
6919.103773,-4.07,0.44,0.01966,0.00013,0.06592,0.00005
6920.111852,-2.36,0.41,0.02025,0.00013,0.06588,0.00005
6928.182581,2.97,0.69,0.02386,0.00025,0.06589,0.00005
6929.189838,-1.96,0.45,0.02453,0.00017,0.06579,0.00004
6930.172789,-4.24,0.54,0.02511,0.00018,0.06606,0.00006
6931.178229,-2.74,0.40,0.02877,0.00015,0.06695,0.00005
6932.150255,-2.78,0.47,0.02413,0.00017,0.06616,0.00006
6937.151979,0.03,0.40,0.02447,0.00012,0.06645,0.00004
6938.156285,-1.45,0.42,0.02362,0.00014,0.06623,0.00004
6939.166910,-2.52,0.47,0.02437,0.00021,0.06616,0.00007
6940.148657,-2.59,0.47,0.02396,0.00021,0.06605,0.00006
6943.154919,-1.75,0.41,0.02399,0.00018,0.06668,0.00006
7239.105162,-1.71,0.51,0.01976,0.00013,0.06731,0.00004
7240.105428,0.25,0.43,0.01999,0.00014,0.06739,0.00005
7241.110741,0.22,0.49,0.02031,0.00016,0.06740,0.00006
7242.174259,1.20,1.06,0.02077,0.00063,0.06754,0.00020
7249.150937,-0.19,0.58,0.01918,0.00018,0.06668,0.00006
7250.132604,2.27,0.76,0.01974,0.00036,0.06689,0.00023
7251.119086,-1.86,0.49,0.01961,0.00012,0.06607,0.00005
7260.085625,-3.42,0.51,0.01891,0.00014,0.06703,0.00005
7261.104456,-2.98,0.52,0.01934,0.00014,0.06716,0.00005
7262.077326,0.38,0.54,0.01798,0.00015,0.06693,0.00006
7263.077130,0.37,0.72,0.01739,0.00031,0.06731,0.00013
7264.076296,2.37,0.61,0.01705,0.00015,0.06721,0.00007
7274.063877,0.18,0.33,0.01772,0.00016,0.06766,0.00006
7275.059745,1.04,0.50,0.01714,0.00015,0.06770,0.00006
7276.086887,1.85,0.47,0.01764,0.00012,0.06743,0.00005
7277.056366,2.08,0.45,0.01785,0.00012,0.06749,0.00005
7278.081817,4.50,0.36,0.02192,0.00015,0.06829,0.00005
7282.074687,3.18,0.41,0.01868,0.00012,0.06708,0.00005
7285.103183,-0.04,0.58,0.02232,0.00022,0.06763,0.00008
7286.111204,0.07,0.52,0.01900,0.00013,0.06683,0.00005
7287.088796,1.75,0.40,0.01936,0.00019,0.06687,0.00007
7293.085637,0.28,0.51,0.01998,0.00014,0.06666,0.00006
7294.182824,0.43,0.28,0.02074,0.00023,0.06735,0.00007
7296.078102,3.43,0.43,0.01962,0.00014,0.06684,0.00004
7303.047014,3.59,0.56,0.01884,0.00013,0.06713,0.00005
7304.155243,0.49,0.57,0.01856,0.00012,0.06719,0.00005
7307.062280,-1.23,0.32,0.01846,0.00010,0.06670,0.00005
7308.066343,-1.44,0.50,0.01766,0.00013,0.06642,0.00006
7351.945509,-0.58,1.38,0.01746,0.00059,0.06696,0.00021
7352.988924,-3.25,0.71,0.01699,0.00028,0.06705,0.00011
7608.098368,4.92,0.48,0.02183,0.00016,0.06511,0.00005
7608.156042,4.46,0.51,0.02098,0.00016,0.06486,0.00005
7609.171933,5.32,0.66,0.02147,0.00026,0.06510,0.00009
7609.214653,4.73,0.58,0.02157,0.00023,0.06509,0.00007
7610.102917,3.11,0.51,0.02155,0.00043,0.06526,0.00014
7623.043877,2.23,0.58,0.01970,0.00014,0.06586,0.00006
7624.020637,1.19,0.50,0.01972,0.00015,0.06608,0.00006
7625.147350,3.15,0.56,0.01994,0.00014,0.06574,0.00005
7626.135880,2.68,0.64,0.01922,0.00017,0.06561,0.00006
7637.111528,0.57,0.57,0.01936,0.00017,0.06671,0.00007
7638.104063,0.71,0.24,0.01991,0.00017,0.06667,0.00006
7649.978472,-2.87,0.51,0.01973,0.00016,0.06566,0.00006
7652.160637,-1.91,0.32,0.02100,0.00015,0.06494,0.00005
7653.096944,-1.86,0.47,0.02042,0.00020,0.06588,0.00006
7654.113113,-1.65,0.72,0.02028,0.00024,0.06549,0.00008
7678.940556,0.27,0.26,0.02201,0.00013,0.06649,0.00004
7680.012720,0.60,0.58,0.01955,0.00013,0.06645,0.00006
7681.051921,-3.64,0.53,0.01985,0.00012,0.06605,0.00005
7683.000891,-3.81,0.56,0.01973,0.00016,0.06642,0.00006
7702.871273,0.97,0.54,0.02013,0.00016,0.06577,0.00006
7705.083646,-2.15,0.61,0.02194,0.00027,0.06561,0.00008
7749.873391,2.60,0.72,0.02302,0.00021,0.06577,0.00008
7755.850174,2.03,0.60,0.01999,0.00020,0.06544,0.00007
7756.879954,2.04,0.64,0.01947,0.00016,0.06536,0.00006
7761.876227,2.22,0.56,0.01790,0.00018,0.06559,0.00006
7768.832396,3.83,0.69,0.01794,0.00023,0.06556,0.00007
7769.842847,7.07,0.45,0.01800,0.00015,0.06604,0.00006
7771.869016,5.47,0.54,0.01792,0.00014,0.06574,0.00005
