54462.336,-89.504,0.027
54465.371,-89.409,0.036
54466.364,-89.444,0.029
54659.5872,-89.409,0.018
54662.5947,-89.418,0.018
54663.5749,-89.392,0.017
54665.5826,-89.449,0.019
54666.5773,-89.458,0.017
54667.5790,-89.387,0.017
54668.5925,-89.381,0.020
54679.5940,-89.474,0.018
54683.6242,-89.495,0.018
54685.5591,-89.393,0.018
54688.5479,-89.445,0.018
54624.9095,-89.427,0.013
54661.7883,-89.487,0.012
54662.8643,-89.475,0.014
54684.8541,-89.442,0.012
54686.8333,-89.430,0.014
55001.9020,-89.424,0.014
55009.8829,-89.398,0.015
55013.8951,-89.431,0.015
55093.6551,-89.506,0.016
55095.6656,-89.444,0.013
55096.6795,-89.407,0.014
55098.6554,-89.500,0.013
55130.6417,-89.433,0.015
54706.7464,-89.4001,0.0100
54709.7655,-89.4792,0.0033
54710.7472,-89.4287,0.0038
54749.6611,-89.4309,0.0036
54754.6434,-89.4154,0.0031
54755.6635,-89.4317,0.0025
54760.6340,-89.4639,0.0022
54761.6280,-89.4782,0.0027
54763.5963,-89.4040,0.0031
55111.6377,-89.4797,0.0029
55112.6342,-89.4361,0.0032
55113.6229,-89.4118,0.0027
55115.6429,-89.4892,0.0050
55116.6385,-89.4655,0.0023
55117.6204,-89.4184,0.0045
