5377.841906,-65.50,2.75,-4.638
5378.934287,-54.36,2.96,-4.616
5379.961656,-66.73,3.07,-4.701
5433.761242,-11.72,2.60,-4.685
5434.927884,-16.61,2.80,-4.656
5438.852111,1.55,3.20,-4.857
5438.881509,9.99,2.98,-4.756
5465.829854,28.56,3.26,-4.424
5521.729851,56.90,3.14,-4.966
5697.049110,99.24,2.93,-4.601
5698.037021,80.44,2.80,-4.686
5699.034699,97.68,3.26,-4.671
5699.997226,93.70,2.79,-4.560
5723.980007,85.68,2.97,-4.577
5733.960824,77.25,2.90,-4.567
5734.920790,82.12,2.76,-4.591
5738.849308,77.70,2.87,-4.471
5759.912267,66.97,3.05,-4.873
5760.882081,58.78,2.79,-4.654
5789.922472,43.45,2.89,-4.946
5790.939908,28.25,2.81,-4.635
5798.969403,26.80,2.79,-4.600
5809.956676,33.38,2.82,-4.730
5810.845889,26.81,2.67,-4.586
6077.025088,-285.15,2.79,-4.576
6115.875911,-184.39,2.73,-4.547
6135.066858,-166.59,3.17,-4.581
6147.946195,-136.85,3.03,-4.585
6176.762087,-90.03,2.85,-4.573
