277.4772,6.3213,0.0078,+0.00,0.1110,-,ELODIE
280.4344,6.3193,0.0077,+0.00,0.1160,-,ELODIE
337.3191,6.3239,0.0078,+0.00,0.1150,-,ELODIE
625.4868,6.3475,0.0090,+0.00,0.1140,-,ELODIE
627.5011,6.3345,0.0076,+0.00,0.1130,-,ELODIE
641.4412,6.3365,0.0078,+0.00,0.1120,-,ELODIE
749.2843,6.3581,0.0108,+0.00,0.1420,-,ELODIE
751.2521,6.3561,0.0131,+0.00,0.1150,-,ELODIE
755.2365,6.3491,0.0081,+0.00,0.1150,-,ELODIE
932.5780,6.3980,0.0103,+0.00,0.1140,-,ELODIE
1694.5785,6.4305,0.0033,-25.80,0.1185,0.0016,SOPHIE
1725.5496,6.4214,0.0032,-16.20,0.1130,0.0015,SOPHIE
1726.4688,6.4267,0.0029,-11.30,0.1174,0.0015,SOPHIE
1767.3362,6.4260,0.0032,-4.00,0.1168,0.0015,SOPHIE
2429.5960,6.4153,0.0031,-16.80,0.1139,0.0015,SOPHIE
2790.6300,6.4103,0.0020,-13.50,0.1105,0.0009,SOPHIE+
3115.6051,6.4547,0.0019,-12.70,0.1102,0.0008,SOPHIE+
3174.5607,6.4651,0.0031,-21.00,0.1143,0.0015,SOPHIE+
3314.2690,6.4501,0.0033,-22.70,0.1119,0.0015,SOPHIE+
3329.2560,6.4607,0.0033,-17.80,0.1103,0.0015,SOPHIE+
3466.5940,6.4407,0.0024,-21.70,0.1122,0.0011,SOPHIE+
3518.6086,6.4323,0.0033,-14.70,0.1122,0.0016,SOPHIE+
3519.5768,6.4310,0.0033,-25.80,0.1137,0.0016,SOPHIE+
3520.5308,6.4348,0.0032,-19.50,0.1115,0.0016,SOPHIE+
3587.3201,6.4221,0.0033,-29.20,0.1124,0.0015,SOPHIE+
3612.2785,6.4208,0.0058,-15.00,0.1122,0.0027,SOPHIE+
3612.2849,6.4230,0.0089,-33.00,0.1123,0.0040,SOPHIE+
3612.3122,6.4166,0.0033,-28.00,0.1130,0.0016,SOPHIE+
3847.5669,6.4095,0.0030,-22.20,0.1105,0.0015,SOPHIE+
3941.2882,6.4056,0.0030,-21.20,0.1157,0.0014,SOPHIE+
4026.2424,6.4126,0.0028,-31.70,0.1101,0.0014,SOPHIE+
4053.2945,6.4214,0.0030,-25.70,0.1113,0.0013,SOPHIE+
4184.6013,6.4421,0.0028,-14.20,0.1142,0.0012,SOPHIE+
4202.5927,6.4359,0.0020,-21.80,0.1109,0.0009,SOPHIE+
4259.4879,6.4463,0.0033,-22.70,0.1148,0.0016,SOPHIE+
