54805.684241,13.28713,0.00505,3.60254,25.79888,-17.14600,1.43841,0.06417
54825.640268,13.30974,0.00168,3.60782,25.14589,-5.88700,1.32105,0.06840
54826.634453,13.31091,0.00189,3.60512,25.07722,-3.29900,1.18284,0.06751
54827.648451,13.30608,0.00191,3.60538,25.03949,-10.48400,1.11380,0.06634
54828.660596,13.30306,0.00231,3.60655,24.93891,-3.71900,1.35938,0.06757
54829.769900,13.30342,0.00246,3.60755,24.76578,-10.29600,1.15427,0.06737
54830.663218,13.29975,0.00219,3.61464,25.10732,-14.16000,1.11939,0.06653
54831.658705,13.29811,0.00212,3.60920,25.18232,-14.41300,1.10805,0.06643
54832.672872,13.29703,0.00352,3.62180,24.78081,-11.90700,1.23669,0.06658
54833.660164,13.29660,0.00264,3.61949,25.03035,-8.65700,1.11968,0.06599
54834.716259,13.29360,0.00195,3.60456,25.03209,-9.87600,1.15549,0.06791
54848.620976,13.30462,0.00183,3.59771,25.10879,-15.04600,1.01176,0.06410
54850.614526,13.30238,0.00211,3.58700,25.11331,-17.36800,0.98858,0.06416
54852.633918,13.30558,0.00182,3.59572,25.10511,-6.39400,0.97414,0.06422
54854.626595,13.30206,0.00221,3.60632,24.87230,-15.97900,1.04855,0.06659
54879.591657,13.30399,0.00219,3.61009,24.97407,-7.65000,1.21610,0.06547
54881.624409,13.30019,0.00254,3.60531,24.80336,-19.38300,1.18238,0.06436
54883.524937,13.30109,0.00208,3.60588,24.97738,-19.55900,1.05619,0.06436
54885.564077,13.29958,0.00219,3.60068,24.90323,-11.28600,1.24502,0.06833
55045.922309,13.29203,0.00352,3.59152,24.95034,-5.09700,0.53175,0.06648
55047.913490,13.28496,0.00332,3.60761,24.95206,-7.97200,1.30462,0.06733
55049.922892,13.28501,0.00208,3.60038,24.98431,-14.02200,1.08683,0.06600
55052.903667,13.28672,0.00199,3.59689,25.03757,-8.62600,1.11384,0.06992
55121.838049,13.29815,0.00251,3.61245,24.90132,-21.51300,1.13064,0.06697
55126.731747,13.29901,0.00214,3.60909,24.87652,-10.83100,1.27585,0.06651
55129.712319,13.29939,0.00193,3.60236,24.96040,-9.03100,1.19116,0.06605
55132.803209,13.29488,0.00216,3.60264,24.91751,-7.52100,1.08551,0.06502
55135.700519,13.29045,0.00208,3.60418,24.92648,-6.98800,1.11731,0.06634
55137.706955,13.28465,0.00176,3.60414,24.99914,-2.58200,1.10078,0.06546
55139.738734,13.28315,0.00322,3.59590,24.69413,-19.69600,1.07615,0.06491
55141.715172,13.28170,0.00236,3.60172,24.98044,-17.63100,1.00666,0.06515
55143.683353,13.28291,0.00256,3.60443,25.03226,-13.76000,1.17939,0.06705
55168.598263,13.28956,0.00204,3.61057,24.94123,-15.05700,1.15850,0.06741
55169.623930,13.29192,0.00200,3.59617,24.94721,-1.72900,1.23873,0.06809
55230.607997,13.29238,0.00249,3.60718,24.79661,-6.60000,1.21420,0.06494
55403.920619,13.29736,0.00375,3.61997,24.81611,-7.91500,1.28338,0.06744
55411.880365,13.29398,0.00714,3.59996,25.14133,10.91200,0.89537,0.06577
55428.885351,13.30841,0.00295,3.59933,24.83009,-13.58100,1.21101,0.06618
