57593.3798,0.84405,-12.885,0.018
57623.3312,0.30141,-13.002,0.013
57624.3611,0.66100,-12.852,0.013
57627.3535,0.70577,-12.853,0.014
57628.3640,0.05859,-12.954,0.013
57659.4151,0.89990,-12.898,0.014
57660.3593,0.22957,-13.025,0.013
57661.4453,0.60874,-12.873,0.013
57681.4732,0.60136,-12.913,0.020
57682.3493,0.90725,-12.897,0.010
57719.4319,0.85443,-12.846,0.013
57744.2203,0.50916,-12.946,0.013
57745.2956,0.88460,-12.906,0.013
57746.3182,0.24163,-13.020,0.013
57879.5980,0.77553,-12.925,0.017
57907.5616,0.53886,-12.971,0.013
57908.5474,0.88305,-12.935,0.013
57909.5485,0.23258,-13.043,0.014
57910.4944,0.56283,-12.933,0.012
57911.5923,0.94616,-12.967,0.012
57938.5932,0.37337,-13.037,0.011
57941.5753,0.41456,-13.037,0.008
57956.3772,0.58256,-12.963,0.026
57974.4250,0.88384,-12.927,0.025
57976.3684,0.56237,-12.949,0.013
57978.3666,0.26003,-13.075,0.013
57979.3836,0.61511,-12.956,0.013
57987.3315,0.39008,-13.035,0.013
57988.3711,0.75305,-12.922,0.011
57989.3676,0.10097,-13.056,0.014
58004.6152,0.42458,-13.051,0.020
58007.4696,0.42118,-13.029,0.020
58008.4712,0.77088,-12.920,0.023
58036.2733,0.47783,-13.008,0.013
58038.3084,0.18838,-13.098,0.013
58039.2630,0.52167,-12.977,0.013
58054.2434,0.75199,-12.911,0.017
58057.2494,0.80152,-12.925,0.013
58201.6742,0.22663,-13.093,0.012
58203.6295,0.90931,-12.970,0.014
58230.6347,0.33803,-13.108,0.017
58231.6159,0.68061,-12.938,0.013
58233.6379,0.38658,-13.075,0.013
58247.6194,0.26814,-13.089,0.013
58286.4787,0.83565,-12.951,0.014
58299.5470,0.39837,-13.056,0.018
58300.5370,0.74402,-12.966,0.013
58302.4766,0.42122,-13.064,0.013
58303.5649,0.80120,-12.944,0.013
