6285.612891,20.3,0.8,6117.3,8.7,61.8,1.0,34.232862,0.000001,1.869,0.004,0.577,0.001,0.1229,0.0002
6671.615209,8.7,0.3,6029.1,8.5,56.8,1.0,34.624995,0.000001,0.000,0.000,0.551,0.001,0.1257,0.0002
6671.724181,8.7,0.6,6025.1,8.5,58.0,1.1,34.621989,0.000001,0.000,0.000,0.545,0.001,0.1241,0.0002
6672.512178,10.8,0.3,6040.1,8.5,57.7,1.1,34.550935,0.000001,0.000,0.000,0.556,0.001,0.1244,0.0002
6672.609691,12.4,0.4,6133.3,8.7,60.7,0.9,34.136966,0.000001,1.724,0.003,0.558,0.001,0.1243,0.0002
7014.621385,-0.2,0.6,5984.5,8.5,66.2,1.1,35.042534,0.000001,1.498,0.005,0.534,0.001,0.1206,0.0002
7014.732420,-1.8,0.6,5984.8,8.5,68.9,1.0,35.034022,0.000001,1.480,0.004,0.533,0.001,0.1207,0.0002
7018.726754,5.8,0.5,5994.5,8.5,67.2,1.2,34.991576,0.000001,1.437,0.006,0.523,0.001,0.1214,0.0003
7020.717072,2.8,0.6,5990.4,8.5,74.4,1.2,35.018739,0.000001,1.581,0.006,0.540,0.001,0.1199,0.0003
7020.785177,4.9,0.5,5991.4,8.5,72.8,0.9,34.986452,0.000001,1.536,0.004,0.532,0.001,0.1167,0.0002
7044.748325,6.0,0.5,6002.1,8.5,72.3,0.9,34.923610,0.000001,1.561,0.004,0.535,0.001,0.1200,0.0002
7045.530040,3.3,0.5,5998.6,8.5,68.7,1.2,34.967085,0.000001,1.542,0.006,0.545,0.001,0.1217,0.0003
7045.722216,3.8,0.6,5995.6,8.5,68.6,1.3,34.983797,0.000001,1.536,0.007,0.535,0.001,0.1219,0.0003
7046.602067,4.5,0.5,5997.0,8.5,68.1,0.9,34.963493,0.000001,1.518,0.004,0.528,0.001,0.1206,0.0002
7046.737819,4.5,0.4,5995.3,8.5,67.9,0.9,34.966771,0.000001,1.502,0.003,0.532,0.001,0.1197,0.0002
7048.470341,6.0,0.6,5989.9,8.5,62.4,1.3,35.022517,0.000001,1.471,0.007,0.518,0.001,0.1206,0.0003
7048.557574,6.4,0.5,5988.5,8.5,63.3,1.4,35.022603,0.000001,1.474,0.007,0.520,0.001,0.1211,0.0003
7051.507932,14.6,0.5,6006.5,8.5,65.8,1.1,34.896503,0.000001,1.526,0.005,0.531,0.001,0.1218,0.0002
7051.628868,14.2,0.5,6009.1,8.5,65.9,1.0,34.883580,0.000001,1.603,0.004,0.549,0.001,0.1227,0.0002
7052.598236,9.2,0.6,6014.2,8.5,71.9,1.4,34.869929,0.000001,1.546,0.008,0.539,0.001,0.1220,0.0003
7052.673872,9.3,1.0,6004.5,8.5,68.8,2.3,34.884387,0.000001,1.551,0.016,0.535,0.002,0.1228,0.0005
7053.433842,7.3,0.7,6008.7,8.5,72.7,1.5,34.889942,0.000001,1.588,0.009,0.547,0.001,0.1213,0.0003
7053.572232,7.9,0.7,6007.6,8.5,72.1,1.3,34.881916,0.000001,1.612,0.007,0.553,0.001,0.1211,0.0003
7054.587638,9.7,0.5,6009.7,8.5,68.7,0.9,34.781720,0.000001,1.710,0.004,0.560,0.001,0.1235,0.0002
7054.675635,9.5,0.5,6005.7,8.5,70.3,0.9,34.885117,0.000001,1.590,0.003,0.547,0.001,0.1214,0.0002
7106.458292,5.8,0.5,6002.2,8.5,69.3,1.2,34.941747,0.000001,1.434,0.005,0.504,0.001,0.1176,0.0002
7106.581258,5.1,0.5,6005.6,8.5,68.8,1.2,34.936934,0.000001,1.435,0.006,0.500,0.001,0.1165,0.0002
7107.383100,3.7,0.5,5996.2,8.5,71.5,0.8,34.948208,0.000001,1.462,0.003,0.525,0.001,0.1202,0.0002
7107.511736,3.0,0.5,5996.9,8.5,73.1,1.0,34.955592,0.000001,1.452,0.005,0.512,0.001,0.1180,0.0002
7324.740802,2.0,0.7,6013.2,8.5,71.9,1.4,34.906742,0.000001,1.612,0.008,0.537,0.001,0.1240,0.0003
7324.746300,1.5,0.6,6001.4,8.5,71.3,1.4,34.895632,0.000001,1.599,0.008,0.534,0.001,0.1231,0.0003
7325.700001,2.5,0.5,6004.0,8.5,74.8,1.2,34.916968,0.000001,1.549,0.006,0.515,0.001,0.1208,0.0003
7325.705464,2.4,0.6,6003.9,8.5,74.7,1.2,34.925492,0.000001,1.556,0.006,0.518,0.001,0.1209,0.0003
7332.667583,0.6,0.6,5996.4,8.5,67.9,1.0,34.961330,0.000001,1.572,0.005,0.533,0.001,0.1225,0.0002
7332.753053,1.7,0.6,5998.0,8.5,69.0,1.0,34.960201,0.000001,1.542,0.004,0.525,0.001,0.1225,0.0002
7333.681902,1.3,0.4,6001.3,8.5,67.8,0.8,34.925854,0.000001,1.555,0.003,0.540,0.001,0.1245,0.0002
7333.753366,2.0,0.5,6002.1,8.5,69.3,0.8,34.924959,0.000001,1.538,0.003,0.538,0.001,0.1248,0.0002
7334.624478,0.6,0.7,6010.6,8.5,67.6,0.9,34.885663,0.000001,1.598,0.004,0.544,0.001,0.1236,0.0002
7334.727032,2.3,0.7,6009.3,8.5,66.7,0.8,34.888516,0.000001,1.567,0.003,0.533,0.001,0.1224,0.0002
7335.664700,-0.0,0.6,6008.8,8.5,69.4,1.6,34.925364,0.000001,1.553,0.010,0.517,0.001,0.1247,0.0004
7335.751223,-7.1,0.6,6009.7,8.5,68.5,1.0,34.878111,0.000001,1.536,0.004,0.526,0.001,0.1235,0.0002
7379.570185,-1.7,0.6,5993.8,8.5,71.2,1.1,34.968125,0.000001,1.494,0.005,0.506,0.001,0.1207,0.0002
7379.667493,-1.5,0.4,5990.6,8.5,69.7,0.8,34.966462,0.000001,1.494,0.003,0.506,0.001,0.1208,0.0002
7380.564210,0.1,0.6,5992.2,8.5,70.4,1.3,34.972041,0.000001,1.556,0.007,0.517,0.001,0.1217,0.0003
7380.689505,1.0,0.5,5992.5,8.5,67.9,0.9,34.957374,0.000001,1.545,0.004,0.522,0.001,0.1213,0.0002
7381.620483,0.5,0.4,5994.3,8.5,69.8,1.2,34.972357,0.000001,1.522,0.006,0.515,0.001,0.1218,0.0003
7381.708704,1.2,0.3,5994.9,8.5,65.6,0.9,34.942763,0.000001,1.533,0.004,0.521,0.001,0.1225,0.0002
7384.566887,1.8,0.6,6007.8,8.5,68.6,1.0,34.896642,0.000001,1.555,0.005,0.532,0.001,0.1234,0.0002
7384.665722,-0.7,0.5,6005.1,8.5,70.2,1.1,34.899071,0.000001,1.552,0.005,0.531,0.001,0.1240,0.0002
7385.535905,-1.7,0.7,6014.2,8.5,70.7,1.8,34.896648,0.000001,1.592,0.011,0.518,0.001,0.1226,0.0004
7385.677403,-0.3,0.5,6009.3,8.5,68.4,1.2,34.863785,0.000001,1.618,0.006,0.527,0.001,0.1212,0.0002
