54705.36548,31.943,0.021,-0.0276,SOPHIE
54706.39550,31.918,0.015,-0.0761,SOPHIE
55006.47237,31.898,0.013,-0.0351,SOPHIE
55366.83337,0.9622,0.0069,,HIRES
55367.04615,0.9617,0.0071,,HIRES
55367.81985,0.9669,0.0069,,HIRES
55368.10482,0.9764,0.0065,,HIRES
55368.81888,0.9567,0.0084,,HIRES
55369.07215,0.9659,0.0054,,HIRES
55429.75227,0.9636,0.0099,,HIRES
55430.76439,0.956,0.011,,HIRES
55430.97373,0.9824,0.0082,,HIRES
55435.75115,0.9827,0.0050,,HIRES
55766.85109,0.9563,0.0041,,HIRES
55767.95179,0.9439,0.0043,,HIRES
54734.49357,31.8612,0.0068,-0.0182,HARPS
54742.54568,31.896,0.015,-0.0045,HARPS
54748.52255,31.8863,0.0080,-0.0312,HARPS
55020.75544,31.879,0.014, 0.0322,HARPS
55023.70810,31.905,0.017,-0.0469,HARPS
55323.86186,31.8829,0.0053,-0.0361,HARPS
55324.81150,31.900,0.012,-0.0259,HARPS
55325.85872,31.8878,0.0087,-0.0051,HARPS
55327.86799,31.8998,0.0079,-0.0364,HARPS
55328.85383,31.9097,0.0083,-0.0197,HARPS
55338.83366,31.887,0.013,-0.0464,HARPS
55339.83851,31.898,0.010,-0.0025,HARPS
55351.67286,31.906,0.013, 0.0148,HARPS
55353.69072,31.8977,0.0088,-0.0199,HARPS
55354.67423,31.880,0.011,-0.0273,HARPS
55359.65810,31.866,0.023,-0.0663,HARPS
55390.71984,31.880,0.011,-0.0069,HARPS
55391.69522,31.868,0.013,-0.0217,HARPS
55426.54670,31.885,0.011, 0.0065,HARPS
55805.53299,31.918,0.011,-0.0271,HARPS
56472.81223,31.890,0.022,-0.0203,HARPS
56511.59174,31.897,0.011, 0.0085,HARPS
56518.53339,31.889,0.011,-0.0048,HARPS
