2457118.717801,-8322,677,-6315,2185,
2457323.926960,-7382,817,-9178,1588,
2457704.974522,-7582,378,-9499,1054,
2457706.006779,-8353,379,-9178,928,
2457706.905449,-8185,443,-9129,951,
2457715.859122,-7872,422,-9260,971,
2457761.845292,-8667,319,-8922,871,
2457685.865924,-7126,413,-9227,509,
2457687.904483,-6797,434,-8635,391,
2457732.803281,-7243,266,-9069,330,
2457732.925982,-7461,262,-8580,271,
2457733.004039,-7236,273,-8784,251,
2457733.890461,-7329,552,-8256,862,
2457734.795794,-7234,304,-9021,312,
2457734.998676,-7294,253,-8503,241,
2457735.810347,-7199,251,-8656,298,
2457736.002794,-7517,366,-8834,326,
2457736.816475,-7434,244,-8366,342,
2457737.008672,-6577,297,-8067,395,
2457737.771236,-7800,263,-9017,268,
2457738.009789,-7263,331,-8445,322,
