56103.5518,-21.87,0.48
56104.3650,-21.26,0.48
56104.3832,-20.95,0.40
56104.4030,-20.88,0.42
56104.4201,-21.86,0.39
56104.4381,-21.96,0.34
56104.4580,-22.29,0.40
56104.4766,-23.00,0.39
56104.4884,-22.57,0.38
56104.4999,-22.76,0.39
56104.5110,-21.90,0.37
56104.5208,-22.11,0.38
56104.5299,-22.85,0.36
56104.5387,-22.98,0.38
56104.5480,-22.65,0.37
56104.5587,-22.80,0.36
56104.5675,-22.39,0.37
56104.5760,-22.76,0.38
56104.5861,-22.22,0.39
56104.5982,-22.38,0.37
56104.6155,-22.60,0.40
56105.4795,-22.26,0.36
56105.4886,-22.07,0.38
56105.4973,-21.99,0.38
56105.5351,-22.31,0.38
56105.5453,-21.99,0.38
56105.5568,-22.60,0.36
56461.3690,-24.76,0.41
56461.3842,-24.57,0.37
56461.3992,-24.35,0.38
56461.4126,-24.72,0.36
56461.4259,-25.88,0.73
56461.4409,-24.35,0.39
56461.4559,-23.00,0.54
56461.4710,-23.16,0.51
56461.5313,-24.25,0.36
56461.5401,-24.12,0.37
56461.5488,-24.29,0.39
56461.5575,-24.02,0.38
56461.5662,-24.55,0.39
56461.5747,-24.24,0.39
56461.5831,-23.93,0.39
56461.5915,-24.07,0.39
56461.6010,-24.36,0.38
56462.5911,-24.24,0.69
56807.5694,-24.46,0.23
56814.4686,-24.39,0.19
