7566.606106,-1236.447,10.145,-25.604,8.240,12.240
7570.575852,-1248.492,8.236,-19.745,5.424,12.237
7579.594362,-1221.025,13.568,-15.325,10.160,12.257
7583.604507,-1227.357,11.149,-1.138,9.710,12.232
7600.515019,-1233.204,8.028,-36.207,7.614,12.283
7638.387601,-1225.100,6.816,-23.315,4.940,12.220,,
7585.595242,-1192.158,6.794,-15.933,9.608,7.354
7603.514891,-1191.265,5.126,-13.175,7.249,7.363
7611.572851,-1201.759,8.653,-15.272,12.238,7.371
7892.699273,-1195.302,3.475,-5.393,4.915,7.348
7921.702566,-1191.619,3.014,-7.642,4.263,7.359
7958.534636,-1194.254,7.553,-39.517,10.682,7.360
7965.540153,-1197.765,2.357,-14.982,3.334,7.360
8013.363503,-1186.028,1.991,-18.747,2.816,7.366
8013.404784,-1185.686,2.117,-30.544,2.994,7.362
8014.362082,-1185.942,2.722,-28.539,3.850,7.352
8014.402379,-1189.116,2.756,-24.429,3.898,7.365
8015.359376,-1178.088,5.620,-11.056,7.948,7.349
8015.402150,-1187.664,5.605,-13.530,7.927,7.368
8610.724187,-1193.898,4.651,-17.515,6.577,7.359,,,
7508.854151,-1195.313,3.185,-5.317,4.504,7.447
7511.892058,-1194.114,4.462,-2.236,6.310,7.409
7609.625616,-1195.440,2.732,19.011,3.865,7.415
7619.566531,-1184.749,4.551,16.474,6.437,7.413
7637.587335,-1181.617,6.366,-13.161,9.004,7.400
7638.596015,-1172.262,7.600,-21.324,10.748,7.447
7639.571271,-1181.987,6.990,-34.526,9.885,7.389
7645.538147,-1194.348,4.671,11.465,6.607,7.433
7682.520265,-1194.190,5.191,17.641,7.342,7.420
7984.617196,-1190.758,2.370,-5.857,3.352,7.422
7986.590931,-1203.107,3.223,-1.852,4.559,7.421
7987.587443,-1197.553,2.285,13.255,3.232,7.415
7990.553698,-1195.977,2.729,24.528,3.859,7.418
7990.593359,-1207.601,2.817,-20.535,3.983,7.396
7992.576732,-1189.811,2.093,16.287,2.950,7.419
7992.609762,-1187.701,2.759,-9.069,3.902,7.408
8003.594697,-1191.639,3.620,-0.841,5.110,7.401
8235.876739,-1189.777,8.100,-22.636,11.455,7.409
