# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Aug 20 09:11:33 2025
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
GJ 676 A b,GJ 676 A,1,2,4,Radial Velocity,2010,La Silla Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,1051.44521000000,0.37707000000,-0.40023000000,0,1.7350000000,0.0560000000,-0.0600000000,0,,,,,,,,,1840.86213334,149.06152288,-151.60415014,0,5.79200000,0.46900000,-0.47700000,0,Mass,0.319000,0.003000,-0.003000,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,0.626000,0.063000,-0.063000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h30m10.77s,262.5448903,-51d38m16.00s,-51.6377777,16.02720000,0.01010000,-0.01010000,9.5800000,0.1000000,-0.1000000,5.8250000,0.0290000,-0.0290000,8.8651700,0.0005280,-0.0005280,2023-06-12,2022-09,2023-06-12
GJ 676 A c,GJ 676 A,1,2,4,Radial Velocity,2016,Paranal Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,13921.42302000000,1232.33794000000,-1514.65143000000,0,9.7260000000,0.6290000000,-0.7930000000,0,,,,,,,,,4288.14086724,332.44851372,-358.19261469,0,13.49200000,1.04600000,-1.12700000,0,Mass,0.295000,0.033000,-0.049000,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,0.626000,0.063000,-0.063000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h30m10.77s,262.5448903,-51d38m16.00s,-51.6377777,16.02720000,0.01010000,-0.01010000,9.5800000,0.1000000,-0.1000000,5.8250000,0.0290000,-0.0290000,8.8651700,0.0005280,-0.0005280,2023-06-12,2022-09,2023-06-12
GJ 676 A d,GJ 676 A,1,2,4,Radial Velocity,2012,La Silla Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,3.60076000000,0.00019000000,-0.00020000000,0,0.0390000000,0.0010000000,-0.0010000000,0,,,,,,,,,3.81394088,0.31782841,-0.31782841,0,0.01200000,0.00100000,-0.00100000,0,Msini,0.192000,0.073000,-0.079000,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,0.626000,0.063000,-0.063000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h30m10.77s,262.5448903,-51d38m16.00s,-51.6377777,16.02720000,0.01010000,-0.01010000,9.5800000,0.1000000,-0.1000000,5.8250000,0.0290000,-0.0290000,8.8651700,0.0005280,-0.0005280,2023-06-14,2022-09,2023-06-14
GJ 676 A e,GJ 676 A,1,2,4,Radial Velocity,2012,La Silla Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,35.47358000000,0.01560000000,-0.01472000000,0,0.1810000000,0.0060000000,-0.0060000000,0,,,,,,,,,6.67439655,0.63565681,-0.63565681,0,0.02100000,0.00200000,-0.00200000,0,Msini,0.152000,0.086000,-0.060000,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,0.626000,0.063000,-0.063000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h30m10.77s,262.5448903,-51d38m16.00s,-51.6377777,16.02720000,0.01010000,-0.01010000,9.5800000,0.1000000,-0.1000000,5.8250000,0.0290000,-0.0290000,8.8651700,0.0005280,-0.0005280,2023-06-14,2022-09,2023-06-14
WASP-70 A b,WASP-70 A,1,2,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,3.71302030000,0.00000470000,-0.00000470000,0,0.0485300000,0.0006200000,-0.0006200000,0,13.04700000,0.81800000,-1.14300000,0,1.16400000,0.07300000,-0.10200000,0,187.51200000,6.99200000,-6.99200000,0,0.59000000,0.02200000,-0.02200000,0,Mass,0.000000,,,0,,,,,1387.00,40.00,-40.00,0,0,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,G4,5763.00,79.00,-79.00,0,1.215000,0.064000,-0.089000,0,1.106000,0.042000,-0.042000,0,-0.0060,0.0630,-0.0630,0,[Fe/H],4.314000,0.052000,-0.036000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h01m54.53s,315.4771912,-13d26m00.18s,-13.4333821,222.35500000,2.88800000,-2.81600000,10.7860000,0.0130000,-0.0130000,9.5800000,0.0300000,-0.0300000,11.0323000,0.0005580,-0.0005580,2014-10-15,2014-12,2014-10-15
KELT-19 A b,KELT-19 A,1,2,1,Transit,2017,KELT,Published Confirmed,0,<a refstr=SIVERD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...35S/abstract target=ref>Siverd et al. 2018</a>,4.61170930000,0.00000880000,-0.00000880000,0,0.0637000000,0.0031000000,-0.0027000000,0,21.40919000,1.23299000,-1.23299000,0,1.91000000,0.11000000,-0.11000000,0,1293.56810000,,,1,4.07000000,,,1,Mass,,,,,2340.0000,184.0000,-184.0000,0,1935.00,38.00,-38.00,0,1,<a refstr=SIVERD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...35S/abstract target=ref>Siverd et al. 2018</a>,A8 V,7500.00,110.00,-110.00,0,1.830000,0.099000,-0.099000,0,1.620000,0.250000,-0.200000,0,-0.1200,0.5100,-0.5100,0,[Fe/H],4.127000,0.029000,-0.029000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h26m02.29s,111.5095293,+07d36m56.79s,7.6157759,300.27600000,4.68400000,-4.54400000,9.8570000,0.0050000,-0.0050000,9.1960000,0.0230000,-0.0230000,9.8633100,0.0016290,-0.0016290,2018-01-08,2018-01,2018-01-11
K2-419 A b,K2-419 A,1,2,1,Transit,2024,K2,Published Confirmed,0,<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,20.35847252000,0.00000614000,-0.00000575000,0,0.1208000000,0.0016000000,-0.0017000000,0,10.55000000,0.39000000,-0.39000000,0,0.94100000,0.03400000,-0.03400000,0,196.00000000,15.00000000,-15.00000000,0,0.61700000,0.04700000,-0.04700000,0,Mass,0.042000,0.045000,-0.029000,0,3.3000,0.4000,-0.4000,0,377.00,11.00,-11.00,0,0,<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,,3711.00,88.00,-88.00,0,0.541000,0.017000,-0.017000,0,0.562000,0.024000,-0.024000,0,-0.1100,0.1200,-0.1200,0,[Fe/H],4.740000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h00m04.68s,135.0194934,+13d16m25.34s,13.2737056,268.68500000,3.66150000,-3.66150000,16.5200000,0.2000000,-0.2000000,12.5550000,0.0240000,-0.0240000,15.7336000,0.0004860,-0.0004860,2024-09-03,2024-08,2024-09-03
IC 4651 9122 b,IC 4651 9122,1,1,1,Radial Velocity,2018,La Silla Observatory,Published Confirmed,0,<a refstr=LE_ATILDE_O_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...620A.139L/abstract target=ref>Le&atilde;o et al. 2018</a>,734.00000000000,8.10000000000,-8.10000000000,0,2.0380000000,0.0390000000,-0.0390000000,0,,,,,,,,,2002.32900000,158.91500000,-158.91500000,0,6.30000000,0.50000000,-0.50000000,0,Msini,0.180000,0.090000,-0.090000,0,,,,,,,,,0,<a refstr=LE_ATILDE_O_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...620A.139L/abstract target=ref>Le&atilde;o et al. 2018</a>,,,,,,,,,,2.100000,,,0,0.1200,,,0,[Fe/H],2.520000,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h24m50.07s,261.2086139,-49d56m56.15s,-49.9489317,859.32400000,31.98900000,-31.98900000,10.9090000,0.0160000,-0.0160000,8.0540000,0.0180000,-0.0180000,10.5336000,0.0003020,-0.0003020,2018-07-18,2018-12,2018-07-19
WASP-160 B b,WASP-160 B,1,2,1,Transit,2018,SuperWASP-South,Published Confirmed,0,<a refstr=LENDL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..301L/abstract target=ref>Lendl et al. 2019</a>,3.76849520000,0.00000350000,-0.00000350000,0,0.0452000000,0.0012000000,-0.0012000000,0,12.21781000,0.52682300,-0.45956900,0,1.09000000,0.04700000,-0.04100000,0,88.35674000,13.98452000,-14.30235000,0,0.27800000,0.04400000,-0.04500000,0,Mass,0.000000,,,0,,,,,1119.00,25.00,-23.00,0,0,<a refstr=LENDL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..301L/abstract target=ref>Lendl et al. 2019</a>,K0 V,5298.00,99.00,-99.00,0,0.868000,0.031000,-0.028000,0,0.870000,0.071000,-0.068000,0,0.2700,0.1000,-0.1000,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h50m43.09s,87.6795610,-27d37m23.96s,-27.6233218,288.32600000,2.03600000,-2.00800000,13.0400000,0.0800000,-0.0800000,11.0550000,0.0210000,-0.0210000,12.8842000,0.0002230,-0.0002230,2018-11-02,2019-01,2018-11-01
GJ 160.2 b,GJ 160.2,1,1,1,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,5.23540000000,0.00270000000,-0.00650000000,0,0.0530000000,0.0040000000,-0.0070000000,0,,,,,,,,,10.20000000,7.20000000,-5.90000000,0,0.03209263,0.02265362,-0.01856338,0,Msini,0.060000,0.200000,-0.060000,0,,,,,,,,,0,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,M0 V,4347.00,,,0,,,,,0.690000,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h06m34.90s,61.6454173,-20d51m23.30s,-20.8564724,25.85570000,0.03930000,-0.03910000,9.7000000,0.0300000,-0.0300000,6.7020000,0.0170000,-0.0170000,9.2015400,0.0003140,-0.0003140,2019-10-04,2014-06,2019-10-10
